NAME	TITLE	SCORE	
MYRFL	myelin regulatory factor like [Source:HGNC Symbol;Acc:HGNC:26316]	0.12608524	
TMCO5A	transmembrane and coiled-coil domains 5A [Source:HGNC Symbol;Acc:HGNC:28558]	0.1260652	
LINC01492	long intergenic non-protein coding RNA 1492 [Source:HGNC Symbol;Acc:HGNC:51149]	0.1260296	
DNM2	dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]	0.12602907	
EFCAB13	EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864]	0.12599425	
ZDHHC11B	zinc finger DHHC-type containing 11B [Source:HGNC Symbol;Acc:HGNC:32962]	0.12598877	
SHANK2	SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]	0.12594363	
RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]	0.12586278	
BNC2	basonuclin zinc finger protein 2 [Source:HGNC Symbol;Acc:HGNC:30988]	0.12581722	
ILF3	interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]	0.12579308	
SMYD1	SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20986]	0.12571743	
STAG3	STAG3 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11356]	0.12568152	
COL26A1	collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]	0.12562011	
DSCAML1	DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]	0.12558898	
WWTR1	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]	0.12555005	
TBL1Y	transducin beta like 1 Y-linked [Source:HGNC Symbol;Acc:HGNC:18502]	0.12554991	
CNKSR2	connector enhancer of kinase suppressor of Ras 2 [Source:HGNC Symbol;Acc:HGNC:19701]	0.1255243	
ERBB4	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]	0.12551326	
ZNF827	zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]	0.12551254	
PLGLB1	plasminogen like B1 [Source:HGNC Symbol;Acc:HGNC:9072]	0.12546276	
OSGEP	O-sialoglycoprotein endopeptidase [Source:HGNC Symbol;Acc:HGNC:18028]	0.12539886	
SLC22A24	solute carrier family 22 member 24 [Source:HGNC Symbol;Acc:HGNC:28542]	0.12538312	
MRAP2	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:21232]	0.12535983	
LINC01982	long intergenic non-protein coding RNA 1982 [Source:HGNC Symbol;Acc:HGNC:52812]	0.12533139	
C4B	complement C4B (Chido blood group) [Source:HGNC Symbol;Acc:HGNC:1324]	0.12527582	
RN7SL575P	RNA, 7SL, cytoplasmic 575, pseudogene [Source:HGNC Symbol;Acc:HGNC:46591]	0.12524557	
PRKACG	protein kinase cAMP-activated catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9382]	0.1252202	
RPL7P9	ribosomal protein L7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:37028]	0.12521143	
SLC24A2	solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]	0.12521054	
AFTPH	aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]	0.12520066	
WBP2NL	WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389]	0.12517856	
RBPMS2	RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]	0.12517637	
MTUS2	microtubule associated scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:20595]	0.12513076	
LINC01399	long intergenic non-protein coding RNA 1399 [Source:HGNC Symbol;Acc:HGNC:50680]	0.1251157	
IL17RE	interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]	0.12506047	
CHN1	chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]	0.12504104	
PDE11A	phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773]	0.12501583	
CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:13626]	0.124982834	
FRMD5	FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]	0.1248994	
PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:HGNC Symbol;Acc:HGNC:8973]	0.12486521	
TBX1	T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]	0.124854326	
LGSN	lengsin, lens protein with glutamine synthetase domain [Source:HGNC Symbol;Acc:HGNC:21016]	0.12475356	
BAIAP2	BAR/IMD domain containing adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:947]	0.12471603	
PTPRG-AS1	PTPRG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44638]	0.1246306	
DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	0.124620356	
CFAP70	cilia and flagella associated protein 70 [Source:HGNC Symbol;Acc:HGNC:30726]	0.124608785	
FIGN	fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]	0.124603644	
TNFAIP2	TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]	0.12453788	
CCNK	cyclin K [Source:HGNC Symbol;Acc:HGNC:1596]	0.12453581	
LOXL1-AS1	LOXL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44169]	0.12452888	
OLAH	oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625]	0.12446624	
FAM117B	family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]	0.124448135	
TFAP4	transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]	0.12439923	
TACR3	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]	0.1243527	
SUSD4	sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]	0.12435069	
CEACAM20	CEA cell adhesion molecule 20 [Source:HGNC Symbol;Acc:HGNC:24879]	0.12433432	
PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]	0.12428505	
SV2C	synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]	0.12423324	
BTNL3	butyrophilin like 3 [Source:HGNC Symbol;Acc:HGNC:1143]	0.124223754	
BLVRB	biliverdin reductase B [Source:HGNC Symbol;Acc:HGNC:1063]	0.12413623	
KCNH7	potassium voltage-gated channel subfamily H member 7 [Source:HGNC Symbol;Acc:HGNC:18863]	0.12411898	
CNTNAP2	contactin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:13830]	0.124108106	
SULT2A1	sulfotransferase family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:11458]	0.12410051	
TSPAN33	tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743]	0.1240784	
POLA1	DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]	0.124064416	
MACROD2	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]	0.12405683	
MDM2	MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]	0.1240531	
MYO3B	myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]	0.12404937	
HLA-A	major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]	0.12404321	
EDNRA	endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]	0.12395673	
PDHB	pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808]	0.123937234	
RPH3AL	rabphilin 3A like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296]	0.12393709	
XIAP	X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]	0.12392733	
EPHA8	EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391]	0.12391814	
HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]	0.1239181	
SLC35F3	solute carrier family 35 member F3 [Source:HGNC Symbol;Acc:HGNC:23616]	0.1239059	
HIRIP3	HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917]	0.123864606	
ZNF491	zinc finger protein 491 [Source:HGNC Symbol;Acc:HGNC:23706]	0.123853356	
THRB	thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799]	0.12382618	
R3HDM1	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]	0.1238261	
TMEM114	transmembrane protein 114 [Source:HGNC Symbol;Acc:HGNC:33227]	0.123820186	
LINC01320	long intergenic non-protein coding RNA 1320 [Source:HGNC Symbol;Acc:HGNC:50526]	0.12381738	
RAD51B	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	0.12379961	
AIFM1	apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]	0.12369836	
RXFP2	relaxin family peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:17318]	0.123696625	
LINC01837	long intergenic non-protein coding RNA 1837 [Source:HGNC Symbol;Acc:HGNC:52653]	0.12364892	
HMCN1	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]	0.123628035	
NELL2	neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]	0.12358793	
TRIT1	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]	0.12358433	
DAB1	DAB adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:2661]	0.123562664	
GSTM5	glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637]	0.12350973	
TAPBP	TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]	0.12349981	
IRF2BP2	interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]	0.12348721	
KRTDAP	keratinocyte differentiation associated protein [Source:HGNC Symbol;Acc:HGNC:16313]	0.12347912	
NYAP2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2 [Source:HGNC Symbol;Acc:HGNC:29291]	0.12346852	
ICE2	interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885]	0.123453036	
PDLIM7	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]	0.12345256	
LPO	lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]	0.123436496	
RERG	RAS like estrogen regulated growth inhibitor [Source:HGNC Symbol;Acc:HGNC:15980]	0.12332652	
PIF1	PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]	0.12326079	
REEP4	receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]	0.12324522	
COL19A1	collagen type XIX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2196]	0.12324395	
EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]	0.12321486	
TBX18	T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]	0.123154946	
MRRFP1	mitochondrial ribosome recycling factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35238]	0.12313048	
SUN3	Sad1 and UNC84 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22429]	0.123118535	
STARD4	StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]	0.12310569	
BRAF	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]	0.12308328	
UBE2N	ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]	0.1230823	
XIRP2	xin actin binding repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14303]	0.12302801	
OTOGL	otogelin like [Source:HGNC Symbol;Acc:HGNC:26901]	0.123017825	
PKNOX2	PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714]	0.122986816	
FAM227A	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]	0.12297926	
MTMR3	myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]	0.12296574	
MROH6	maestro heat like repeat family member 6 [Source:HGNC Symbol;Acc:HGNC:27814]	0.12294145	
DNAJC25-GNG10	DNAJC25-GNG10 readthrough [Source:HGNC Symbol;Acc:HGNC:37501]	0.1229184	
ALAD	aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]	0.12288774	
NBPF12	NBPF member 12 [Source:HGNC Symbol;Acc:HGNC:24297]	0.12288187	
PTGIS	prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]	0.12282496	
ABCB8	ATP binding cassette subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:49]	0.122786954	
SLC46A1	solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]	0.122776255	
ZNF48	zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]	0.12277206	
LRP4-AS1	LRP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44128]	0.12275925	
DTX3	deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]	0.122748844	
ENPP7P7	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:48690]	0.122739	
TUB	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	0.12258519	
RNU1-28P	RNA, U1 small nuclear 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:37498]	0.12258282	
SMPD4P1	sphingomyelin phosphodiesterase 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39673]	0.12255235	
ASGR2	asialoglycoprotein receptor 2 [Source:HGNC Symbol;Acc:HGNC:743]	0.12249918	
ASB5	ankyrin repeat and SOCS box containing 5 [Source:HGNC Symbol;Acc:HGNC:17180]	0.12246693	
ZMPSTE24	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]	0.1224611	
ZIC1	Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]	0.122453324	
LRAT	lecithin retinol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6685]	0.12244653	
C15orf61	chromosome 15 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:34453]	0.12242447	
ITGAD	integrin subunit alpha D [Source:HGNC Symbol;Acc:HGNC:6146]	0.12241603	
LINC00540	long intergenic non-protein coding RNA 540 [Source:HGNC Symbol;Acc:HGNC:43673]	0.12236188	
LINC01118	long intergenic non-protein coding RNA 1118 [Source:HGNC Symbol;Acc:HGNC:49261]	0.12234754	
CSF3R	colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]	0.12233657	
NPIPB11	nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]	0.12230418	
NMRAL1	NmrA like redox sensor 1 [Source:HGNC Symbol;Acc:HGNC:24987]	0.12229974	
SYT12	synaptotagmin 12 [Source:HGNC Symbol;Acc:HGNC:18381]	0.122247875	
AGMO	alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:HGNC:33784]	0.1222338	
PARPBP	PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]	0.1222067	
QRICH2	glutamine rich 2 [Source:HGNC Symbol;Acc:HGNC:25326]	0.12219262	
MYH13	myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]	0.12216559	
PLXNB1	plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]	0.12213299	
DNAJC22	DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802]	0.12211726	
KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6230]	0.12211705	
SATL1	spermidine/spermine N1-acetyl transferase like 1 [Source:HGNC Symbol;Acc:HGNC:27992]	0.12210617	
SPEF2	sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]	0.122076	
POU6F2	POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21694]	0.12204211	
RAD23BP3	RAD23B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:9814]	0.121958435	
PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma [Source:HGNC Symbol;Acc:HGNC:9306]	0.121958084	
CUX2	cut like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19347]	0.12194938	
SEMA4A	semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]	0.121947505	
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223]	0.12192377	
OR8G5	olfactory receptor family 8 subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:19622]	0.12187041	
ERICH6-AS1	ERICH6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41205]	0.121866316	
TUSC3	tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242]	0.12185975	
STXBP6	syntaxin binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19666]	0.12185225	
PXDN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	0.121833	
GALNT1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]	0.121823445	
PDIA4	protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]	0.12182129	
RBBP7	RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]	0.12181197	
PTK2B	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	0.12179625	
TAGLN	transgelin [Source:HGNC Symbol;Acc:HGNC:11553]	0.12178306	
PPP6R1	protein phosphatase 6 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:29195]	0.12178125	
DSC2	desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]	0.12172679	
LINC01019	long intergenic non-protein coding RNA 1019 [Source:HGNC Symbol;Acc:HGNC:27742]	0.12171432	
GPC6	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]	0.12169463	
FBLN2	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]	0.12165676	
ADGRL2	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	0.121617705	
LINC00845	long intergenic non-protein coding RNA 845 [Source:HGNC Symbol;Acc:HGNC:45033]	0.12151143	
RPS2P55	ribosomal protein S2 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36140]	0.121510364	
MUC13	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]	0.121471465	
RXYLT1	ribitol xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13530]	0.12146736	
CTSA	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]	0.12142497	
OXGR1	oxoglutarate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4531]	0.12141355	
ADAT1	adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]	0.12131728	
WDR25	WD repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:21064]	0.12131577	
ABCC6	ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]	0.121273726	
CEP128	centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359]	0.121254385	
IL2RG	interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]	0.12124154	
TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	0.12123939	
CENPO	centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]	0.12123478	
CCDC152	coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:HGNC:34438]	0.121222995	
DMRT1	doublesex and mab-3 related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2934]	0.12118609	
LUZP2	leucine zipper protein 2 [Source:HGNC Symbol;Acc:HGNC:23206]	0.121175244	
TNPO2	transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]	0.12115917	
PECAM1	platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	0.12115577	
SPON1	spondin 1 [Source:HGNC Symbol;Acc:HGNC:11252]	0.12115439	
KNTC1	kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]	0.12114286	
GUCY2C	guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688]	0.121131554	
ZAP70	zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]	0.121111125	
MYO15B	myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083]	0.12107333	
SLC9C2	solute carrier family 9 member C2 (putative) [Source:HGNC Symbol;Acc:HGNC:28664]	0.12098081	
VSTM4	V-set and transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26470]	0.12095331	
TMEM50A	transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]	0.12094037	
SORL1	sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]	0.120927356	
ATP2C2	ATPase secretory pathway Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:29103]	0.12090375	
ITGA8	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]	0.12089154	
RHBDD1	rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]	0.12088445	
LMO7	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]	0.12083654	
ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	0.12079296	
CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	0.12066812	
ARL2-SNX15	ARL2-SNX15 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49197]	0.12062863	
ATG3	autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962]	0.12060696	
GBA3	glucosylceramidase beta 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19069]	0.12059537	
RIMS1	regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]	0.12058254	
BAX	BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]	0.120553926	
CTPS1	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]	0.12052605	
KIAA0586	KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]	0.1205111	
NFIB	nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]	0.12045597	
SARAF	store-operated calcium entry associated regulatory factor [Source:HGNC Symbol;Acc:HGNC:28789]	0.12045106	
STX17	syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]	0.1204135	
PTBP2	polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17662]	0.12040187	
SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]	0.12036181	
DMC1	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	0.12033696	
ATAD3A	ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]	0.12032609	
DGKI	diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]	0.12030008	
CDK15	cyclin dependent kinase 15 [Source:HGNC Symbol;Acc:HGNC:14434]	0.12029238	
SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]	0.12027706	
SMOC1	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]	0.12021426	
CCDC42	coiled-coil domain containing 42 [Source:HGNC Symbol;Acc:HGNC:26528]	0.12017452	
HAUS5	HAUS augmin like complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130]	0.12012086	
PLA2G12A	phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]	0.12011284	
QPCTL	glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]	0.12010826	
RTRAF	RNA transcription, translation and transport factor [Source:HGNC Symbol;Acc:HGNC:23169]	0.12006621	
COL20A1	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]	0.120026015	
PSMB4	proteasome 20S subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541]	0.12002115	
FAT3	FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]	0.1198995	
ETFA	electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]	0.1198958	
LRGUK	leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]	0.11989335	
GTSE1	G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]	0.11985805	
LRFN2	leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21226]	0.119835906	
NSG2	neuronal vesicle trafficking associated 2 [Source:HGNC Symbol;Acc:HGNC:24955]	0.119831465	
SEMA5A	semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]	0.119810835	
GIP	gastric inhibitory polypeptide [Source:HGNC Symbol;Acc:HGNC:4270]	0.1197042	
CCNA1	cyclin A1 [Source:HGNC Symbol;Acc:HGNC:1577]	0.119688384	
YES1	YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]	0.119676635	
SAMD8	sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]	0.11964753	
MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:24140]	0.119502254	
IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:HGNC:5479]	0.11942824	
MRPL24	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]	0.11938671	
FAXC	failed axon connections homolog, metaxin like GST domain containing [Source:HGNC Symbol;Acc:HGNC:20742]	0.11925553	
RERE	arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]	0.11924189	
NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25845]	0.119210206	
VIT	vitrin [Source:HGNC Symbol;Acc:HGNC:12697]	0.11918951	
ACP4	acid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:14376]	0.1191453	
CASC17	cancer susceptibility 17 [Source:HGNC Symbol;Acc:HGNC:43911]	0.11911867	
TPX2	TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]	0.119116075	
TACC3	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	0.11906873	
TMC7	transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]	0.11903437	
BCL7C	BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]	0.11901686	
ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]	0.118991934	
LINC02365	long intergenic non-protein coding RNA 2365 [Source:HGNC Symbol;Acc:HGNC:53285]	0.118959	
DCC	DCC netrin 1 receptor [Source:HGNC Symbol;Acc:HGNC:2701]	0.11885045	
UROD	uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:HGNC:12591]	0.11878408	
GAA	alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065]	0.118702024	
